Iteration Number,W_0,FRONT ROBOT DISTANCE,BACK ROBOT DISTANCE,THETA
1,0,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-3.0515,-2.9515
0.0904,0.0904
3.1124,3.1124
2,0.3,1.30689819557,0.590245181137
T,H,E,T,A, ,B,E,L,O,W
-2.9515,-2.8515
0.0904,0.680645181137
3.1124,4.41929819557
3,0.3,nan,1.00864474206
T,H,E,T,A, ,B,E,L,O,W
-2.8515,-2.7515
0.680645181137,1.6892899232
4.41929819557,4.51929819557
4,0.3,1.07186462549,1.49942554687
T,H,E,T,A, ,B,E,L,O,W
-2.7515,-2.6515
1.6892899232,3.18871547007
4.51929819557,5.59116282106
5,0.3,0.686850469752,nan
T,H,E,T,A, ,B,E,L,O,W
-2.6515,-2.5515
3.18871547007,3.28871547007
5.59116282106,6.27801329081
6,0.3,0.705543088102,inf
T,H,E,T,A, ,B,E,L,O,W
-2.5515,-2.4515
3.28871547007,3.38871547007
6.27801329081,6.98355637892
7,0.3,0.73959916809,nan
T,H,E,T,A, ,B,E,L,O,W
-2.4515,-2.3515
3.38871547007,3.48871547007
6.98355637892,7.72315554701
8,0.3,inf,0.843968462068
T,H,E,T,A, ,B,E,L,O,W
-2.3515,-2.2515
3.48871547007,4.33268393214
7.72315554701,7.82315554701
9,0.1,0.694289534628,nan
T,H,E,T,A, ,B,E,L,O,W
-2.2515,-2.1515
4.33268393214,4.43268393214
7.82315554701,8.51744508163
10,0.1,1.50587654094,nan
T,H,E,T,A, ,B,E,L,O,W
-2.1515,-2.0515
4.43268393214,4.53268393214
8.51744508163,10.0233216226
11,0.1,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-2.0515,-1.9515
4.53268393214,4.63268393214
10.0233216226,10.1233216226
12,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.9515,-1.8515
4.63268393214,4.73268393214
10.1233216226,10.2233216226
13,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.8515,-1.7515
4.73268393214,4.83268393214
10.2233216226,10.3233216226
14,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.7515,-1.6515
4.83268393214,4.93268393214
10.3233216226,10.4233216226
15,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.6515,-1.5515
4.93268393214,5.03268393214
10.4233216226,10.5233216226
16,0.1,1.45919977643,nan
T,H,E,T,A, ,B,E,L,O,W
-1.5515,-1.4515
5.03268393214,5.13268393214
10.5233216226,11.982521399
17,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.4515,-1.3515
5.13268393214,5.23268393214
11.982521399,12.082521399
18,0.1,nan,1.24395349661
T,H,E,T,A, ,B,E,L,O,W
-1.3515,-1.2515
5.23268393214,6.47663742875
12.082521399,12.182521399
19,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.2515,-1.1515
6.47663742875,6.57663742875
12.182521399,12.282521399
20,0.1,1.49260468494,1.2322012719
T,H,E,T,A, ,B,E,L,O,W
-1.1515,-1.0515
6.57663742875,7.80883870064
12.282521399,13.7751260839
21,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.0515,-0.9515
7.80883870064,7.90883870064
13.7751260839,13.8751260839
