Iteration Number,W_0,FRONT ROBOT DISTANCE,BACK ROBOT DISTANCE,THETA
1,0,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-3.0515,-2.9515
0.0904,0.0904
3.1124,3.1124
2,0,1.54799635146,nan
T,H,E,T,A, ,B,E,L,O,W
-2.9515,-2.8515
0.0904,0.0904
3.1124,4.66039635146
3,0,inf,0.857927298569
T,H,E,T,A, ,B,E,L,O,W
-2.8515,-2.7515
0.0904,0.948327298569
4.66039635146,4.66039635146
4,0.3,nan,0.645882517383
T,H,E,T,A, ,B,E,L,O,W
-2.7515,-2.6515
0.948327298569,1.59420981595
4.66039635146,4.76039635146
5,0.3,1.03353294646,0.74665186867
T,H,E,T,A, ,B,E,L,O,W
-2.6515,-2.5515
1.59420981595,2.34086168462
4.76039635146,5.79392929792
6,0.3,0.563571534992,inf
T,H,E,T,A, ,B,E,L,O,W
-2.5515,-2.4515
2.34086168462,2.44086168462
5.79392929792,6.35750083291
7,0.3,0.617477246927,nan
T,H,E,T,A, ,B,E,L,O,W
-2.4515,-2.3515
2.44086168462,2.54086168462
6.35750083291,6.97497807984
8,0.3,0.707979343256,nan
T,H,E,T,A, ,B,E,L,O,W
-2.3515,-2.2515
2.54086168462,2.64086168462
6.97497807984,7.68295742309
9,0.3,inf,nan
T,H,E,T,A, ,B,E,L,O,W
-2.2515,-2.1515
2.64086168462,2.74086168462
7.68295742309,7.78295742309
10,0.1,inf,1.3951397973
T,H,E,T,A, ,B,E,L,O,W
-2.1515,-2.0515
2.74086168462,4.13600148192
7.78295742309,7.88295742309
11,0.1,0.775887382954,nan
T,H,E,T,A, ,B,E,L,O,W
-2.0515,-1.9515
4.13600148192,4.23600148192
7.88295742309,8.65884480605
12,0.1,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-1.9515,-1.8515
4.23600148192,4.33600148192
8.65884480605,8.75884480605
13,0.1,1.18050647057,nan
T,H,E,T,A, ,B,E,L,O,W
-1.8515,-1.7515
4.33600148192,4.43600148192
8.75884480605,9.93935127662
14,0.1,nan,0.886612731713
T,H,E,T,A, ,B,E,L,O,W
-1.7515,-1.6515
4.43600148192,5.32261421364
9.93935127662,10.0393512766
15,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.6515,-1.5515
5.32261421364,5.42261421364
10.0393512766,10.1393512766
16,0.1,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-1.5515,-1.4515
5.42261421364,5.52261421364
10.1393512766,10.2393512766
17,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.4515,-1.3515
5.52261421364,5.62261421364
10.2393512766,10.3393512766
18,0.1,nan,nan
T,H,E,T,A, ,B,E,L,O,W
-1.3515,-1.2515
5.62261421364,5.72261421364
10.3393512766,10.4393512766
19,0.1,nan,inf
T,H,E,T,A, ,B,E,L,O,W
-1.2515,-1.1515
5.72261421364,5.82261421364
10.4393512766,10.5393512766
